"","Units","scenario","region","gcam-consumer","year","value","Scenario","climate"
"8956","None Specified","Reference","Australia_NZ","FoodDemand_Group5",1990,17.9026,"BaseMult","None"
"8957","None Specified","Reference","Australia_NZ","FoodDemand_Group5",2005,24.4145,"BaseMult","None"
"8958","None Specified","Reference","Australia_NZ","FoodDemand_Group5",2010,24.7098,"BaseMult","None"
"8959","None Specified","Reference","Australia_NZ","FoodDemand_Group5",2015,26.589,"BaseMult","None"
"8960","None Specified","Reference","Australia_NZ","FoodDemand_Group5",2020,27.9531,"BaseMult","None"
"8961","None Specified","Reference","Australia_NZ","FoodDemand_Group5",2025,29.7736,"BaseMult","None"
"8962","None Specified","Reference","Australia_NZ","FoodDemand_Group5",2030,31.4357,"BaseMult","None"
"8963","None Specified","Reference","Australia_NZ","FoodDemand_Group5",2035,33.0966,"BaseMult","None"
"8964","None Specified","Reference","Australia_NZ","FoodDemand_Group5",2040,34.9549,"BaseMult","None"
"8965","None Specified","Reference","Australia_NZ","FoodDemand_Group5",2045,36.9837,"BaseMult","None"
"8966","None Specified","Reference","Australia_NZ","FoodDemand_Group5",2050,38.9427,"BaseMult","None"
"8967","None Specified","Reference","Australia_NZ","FoodDemand_Group5",2055,40.9427,"BaseMult","None"
"8968","None Specified","Reference","Australia_NZ","FoodDemand_Group5",2060,43.224,"BaseMult","None"
"8969","None Specified","Reference","Australia_NZ","FoodDemand_Group5",2065,45.8295,"BaseMult","None"
"8970","None Specified","Reference","Australia_NZ","FoodDemand_Group5",2070,48.6601,"BaseMult","None"
"8971","None Specified","Reference","Australia_NZ","FoodDemand_Group5",2075,51.529,"BaseMult","None"
"8972","None Specified","Reference","Australia_NZ","FoodDemand_Group5",2080,54.5351,"BaseMult","None"
"8973","None Specified","Reference","Australia_NZ","FoodDemand_Group5",2085,57.6444,"BaseMult","None"
"8974","None Specified","Reference","Australia_NZ","FoodDemand_Group5",2090,61.0041,"BaseMult","None"
"8975","None Specified","Reference","Australia_NZ","FoodDemand_Group5",2095,64.7163,"BaseMult","None"
"8976","None Specified","Reference","Australia_NZ","FoodDemand_Group5",2100,68.8767,"BaseMult","None"
"8977","None Specified","Reference","Australia_NZ","FoodDemand_Group6",1975,16.9351,"BaseMult","None"
"8978","None Specified","Reference","Australia_NZ","FoodDemand_Group6",1990,20.8392,"BaseMult","None"
"8979","None Specified","Reference","Australia_NZ","FoodDemand_Group6",2005,28.278,"BaseMult","None"
"8980","None Specified","Reference","Australia_NZ","FoodDemand_Group6",2010,28.9333,"BaseMult","None"
"8981","None Specified","Reference","Australia_NZ","FoodDemand_Group6",2015,30.7768,"BaseMult","None"
"8982","None Specified","Reference","Australia_NZ","FoodDemand_Group6",2020,32.5572,"BaseMult","None"
"8983","None Specified","Reference","Australia_NZ","FoodDemand_Group6",2025,34.6972,"BaseMult","None"
"8984","None Specified","Reference","Australia_NZ","FoodDemand_Group6",2030,36.6716,"BaseMult","None"
"8985","None Specified","Reference","Australia_NZ","FoodDemand_Group6",2035,38.6407,"BaseMult","None"
"8986","None Specified","Reference","Australia_NZ","FoodDemand_Group6",2040,40.8116,"BaseMult","None"
"8987","None Specified","Reference","Australia_NZ","FoodDemand_Group6",2045,43.1501,"BaseMult","None"
"8988","None Specified","Reference","Australia_NZ","FoodDemand_Group6",2050,45.2465,"BaseMult","None"
"8989","None Specified","Reference","Australia_NZ","FoodDemand_Group6",2055,47.5583,"BaseMult","None"
"8990","None Specified","Reference","Australia_NZ","FoodDemand_Group6",2060,50.2023,"BaseMult","None"
"8991","None Specified","Reference","Australia_NZ","FoodDemand_Group6",2065,53.2219,"BaseMult","None"
"8992","None Specified","Reference","Australia_NZ","FoodDemand_Group6",2070,56.4258,"BaseMult","None"
"8993","None Specified","Reference","Australia_NZ","FoodDemand_Group6",2075,59.7599,"BaseMult","None"
"8994","None Specified","Reference","Australia_NZ","FoodDemand_Group6",2080,63.2514,"BaseMult","None"
"8995","None Specified","Reference","Australia_NZ","FoodDemand_Group6",2085,66.8668,"BaseMult","None"
"8996","None Specified","Reference","Australia_NZ","FoodDemand_Group6",2090,70.768,"BaseMult","None"
"8997","None Specified","Reference","Australia_NZ","FoodDemand_Group6",2095,75.0761,"BaseMult","None"
"8998","None Specified","Reference","Australia_NZ","FoodDemand_Group6",2100,79.8334,"BaseMult","None"
"8999","None Specified","Reference","Australia_NZ","FoodDemand_Group7",1975,19.4228,"BaseMult","None"
"9000","None Specified","Reference","Australia_NZ","FoodDemand_Group7",1990,24.4446,"BaseMult","None"
"9001","None Specified","Reference","Australia_NZ","FoodDemand_Group7",2005,32.97,"BaseMult","None"
"9002","None Specified","Reference","Australia_NZ","FoodDemand_Group7",2010,34.1891,"BaseMult","None"
"9003","None Specified","Reference","Australia_NZ","FoodDemand_Group7",2015,35.9345,"BaseMult","None"
"9004","None Specified","Reference","Australia_NZ","FoodDemand_Group7",2020,38.1606,"BaseMult","None"
"9005","None Specified","Reference","Australia_NZ","FoodDemand_Group7",2025,40.7816,"BaseMult","None"
"9006","None Specified","Reference","Australia_NZ","FoodDemand_Group7",2030,43.1635,"BaseMult","None"
"9007","None Specified","Reference","Australia_NZ","FoodDemand_Group7",2035,45.4439,"BaseMult","None"
"9008","None Specified","Reference","Australia_NZ","FoodDemand_Group7",2040,47.8396,"BaseMult","None"
"9009","None Specified","Reference","Australia_NZ","FoodDemand_Group7",2045,50.3829,"BaseMult","None"
"9010","None Specified","Reference","Australia_NZ","FoodDemand_Group7",2050,53.0275,"BaseMult","None"
"9011","None Specified","Reference","Australia_NZ","FoodDemand_Group7",2055,55.7252,"BaseMult","None"
"9012","None Specified","Reference","Australia_NZ","FoodDemand_Group7",2060,58.8182,"BaseMult","None"
"9013","None Specified","Reference","Australia_NZ","FoodDemand_Group7",2065,62.2588,"BaseMult","None"
"9014","None Specified","Reference","Australia_NZ","FoodDemand_Group7",2070,65.9688,"BaseMult","None"
"9015","None Specified","Reference","Australia_NZ","FoodDemand_Group7",2075,69.8747,"BaseMult","None"
"9016","None Specified","Reference","Australia_NZ","FoodDemand_Group7",2080,73.9619,"BaseMult","None"
"9017","None Specified","Reference","Australia_NZ","FoodDemand_Group7",2085,78.1992,"BaseMult","None"
"9018","None Specified","Reference","Australia_NZ","FoodDemand_Group7",2090,82.7642,"BaseMult","None"
"9019","None Specified","Reference","Australia_NZ","FoodDemand_Group7",2095,87.8018,"BaseMult","None"
"9020","None Specified","Reference","Australia_NZ","FoodDemand_Group7",2100,93.3484,"BaseMult","None"
"9021","None Specified","Reference","Australia_NZ","FoodDemand_Group8",1975,22.6415,"BaseMult","None"
"9022","None Specified","Reference","Australia_NZ","FoodDemand_Group8",1990,29.2885,"BaseMult","None"
"9023","None Specified","Reference","Australia_NZ","FoodDemand_Group8",2005,39.3525,"BaseMult","None"
"9024","None Specified","Reference","Australia_NZ","FoodDemand_Group8",2010,41.3251,"BaseMult","None"
"9025","None Specified","Reference","Australia_NZ","FoodDemand_Group8",2015,42.974,"BaseMult","None"
"9026","None Specified","Reference","Australia_NZ","FoodDemand_Group8",2020,45.4989,"BaseMult","None"
"9027","None Specified","Reference","Australia_NZ","FoodDemand_Group8",2025,48.5736,"BaseMult","None"
"9028","None Specified","Reference","Australia_NZ","FoodDemand_Group8",2030,51.4733,"BaseMult","None"
"9029","None Specified","Reference","Australia_NZ","FoodDemand_Group8",2035,54.3328,"BaseMult","None"
"9030","None Specified","Reference","Australia_NZ","FoodDemand_Group8",2040,57.3695,"BaseMult","None"
"9031","None Specified","Reference","Australia_NZ","FoodDemand_Group8",2045,60.6401,"BaseMult","None"
"9032","None Specified","Reference","Australia_NZ","FoodDemand_Group8",2050,63.8108,"BaseMult","None"
"9033","None Specified","Reference","Australia_NZ","FoodDemand_Group8",2055,67.0456,"BaseMult","None"
"9034","None Specified","Reference","Australia_NZ","FoodDemand_Group8",2060,70.4622,"BaseMult","None"
"9035","None Specified","Reference","Australia_NZ","FoodDemand_Group8",2065,74.3936,"BaseMult","None"
"9036","None Specified","Reference","Australia_NZ","FoodDemand_Group8",2070,78.9323,"BaseMult","None"
"9037","None Specified","Reference","Australia_NZ","FoodDemand_Group8",2075,83.6144,"BaseMult","None"
"9038","None Specified","Reference","Australia_NZ","FoodDemand_Group8",2080,88.5094,"BaseMult","None"
"9039","None Specified","Reference","Australia_NZ","FoodDemand_Group8",2085,93.5908,"BaseMult","None"
"9040","None Specified","Reference","Australia_NZ","FoodDemand_Group8",2090,99.0541,"BaseMult","None"
"9041","None Specified","Reference","Australia_NZ","FoodDemand_Group8",2095,105.078,"BaseMult","None"
"9042","None Specified","Reference","Australia_NZ","FoodDemand_Group8",2100,111.687,"BaseMult","None"
"9043","None Specified","Reference","Australia_NZ","FoodDemand_Group9",1975,26.7998,"BaseMult","None"
"9044","None Specified","Reference","Australia_NZ","FoodDemand_Group9",1990,36.5708,"BaseMult","None"
"9045","None Specified","Reference","Australia_NZ","FoodDemand_Group9",2005,48.7456,"BaseMult","None"
"9046","None Specified","Reference","Australia_NZ","FoodDemand_Group9",2010,52.0993,"BaseMult","None"
"9047","None Specified","Reference","Australia_NZ","FoodDemand_Group9",2015,53.8174,"BaseMult","None"
"9048","None Specified","Reference","Australia_NZ","FoodDemand_Group9",2020,58.1795,"BaseMult","None"
"9049","None Specified","Reference","Australia_NZ","FoodDemand_Group9",2025,62.2766,"BaseMult","None"
"9050","None Specified","Reference","Australia_NZ","FoodDemand_Group9",2030,66.129,"BaseMult","None"
"9051","None Specified","Reference","Australia_NZ","FoodDemand_Group9",2035,69.7804,"BaseMult","None"
"9052","None Specified","Reference","Australia_NZ","FoodDemand_Group9",2040,73.4499,"BaseMult","None"
"9053","None Specified","Reference","Australia_NZ","FoodDemand_Group9",2045,77.2784,"BaseMult","None"
"9054","None Specified","Reference","Australia_NZ","FoodDemand_Group9",2050,80.8394,"BaseMult","None"
"9055","None Specified","Reference","Australia_NZ","FoodDemand_Group9",2055,84.4423,"BaseMult","None"
"9056","None Specified","Reference","Australia_NZ","FoodDemand_Group9",2060,88.9685,"BaseMult","None"
"9057","None Specified","Reference","Australia_NZ","FoodDemand_Group9",2065,94.2294,"BaseMult","None"
"9058","None Specified","Reference","Australia_NZ","FoodDemand_Group9",2070,99.9963,"BaseMult","None"
"9059","None Specified","Reference","Australia_NZ","FoodDemand_Group9",2075,105.935,"BaseMult","None"
"9060","None Specified","Reference","Australia_NZ","FoodDemand_Group9",2080,112.135,"BaseMult","None"
"9061","None Specified","Reference","Australia_NZ","FoodDemand_Group9",2085,118.582,"BaseMult","None"
"9062","None Specified","Reference","Australia_NZ","FoodDemand_Group9",2090,125.491,"BaseMult","None"
"9063","None Specified","Reference","Australia_NZ","FoodDemand_Group9",2095,133.1,"BaseMult","None"
"9064","None Specified","Reference","Australia_NZ","FoodDemand_Group9",2100,141.406,"BaseMult","None"
"9065","None Specified","Reference","Brazil","FoodDemand_Group1",1975,0.306818,"BaseMult","None"
"9066","None Specified","Reference","Brazil","FoodDemand_Group1",1990,0.398657,"BaseMult","None"
"9067","None Specified","Reference","Brazil","FoodDemand_Group1",2005,0.679399,"BaseMult","None"
"9068","None Specified","Reference","Brazil","FoodDemand_Group1",2010,0.949683,"BaseMult","None"
"9069","None Specified","Reference","Brazil","FoodDemand_Group1",2015,0.942894,"BaseMult","None"
"9070","None Specified","Reference","Brazil","FoodDemand_Group1",2020,0.821704,"BaseMult","None"
"9071","None Specified","Reference","Brazil","FoodDemand_Group1",2025,0.872203,"BaseMult","None"
"9072","None Specified","Reference","Brazil","FoodDemand_Group1",2030,0.959174,"BaseMult","None"
"9073","None Specified","Reference","Brazil","FoodDemand_Group1",2035,1.04859,"BaseMult","None"
"9074","None Specified","Reference","Brazil","FoodDemand_Group1",2040,1.14576,"BaseMult","None"
"9075","None Specified","Reference","Brazil","FoodDemand_Group1",2045,1.24847,"BaseMult","None"
"9076","None Specified","Reference","Brazil","FoodDemand_Group1",2050,1.35693,"BaseMult","None"
"9077","None Specified","Reference","Brazil","FoodDemand_Group1",2055,1.47728,"BaseMult","None"
"9078","None Specified","Reference","Brazil","FoodDemand_Group1",2060,1.60897,"BaseMult","None"
"9079","None Specified","Reference","Brazil","FoodDemand_Group1",2065,1.74867,"BaseMult","None"
"9080","None Specified","Reference","Brazil","FoodDemand_Group1",2070,1.89923,"BaseMult","None"
"9081","None Specified","Reference","Brazil","FoodDemand_Group1",2075,2.06559,"BaseMult","None"
"9082","None Specified","Reference","Brazil","FoodDemand_Group1",2080,2.24183,"BaseMult","None"
"9083","None Specified","Reference","Brazil","FoodDemand_Group1",2085,2.42791,"BaseMult","None"
"9084","None Specified","Reference","Brazil","FoodDemand_Group1",2090,2.62457,"BaseMult","None"
"9085","None Specified","Reference","Brazil","FoodDemand_Group1",2095,2.83304,"BaseMult","None"
"9086","None Specified","Reference","Brazil","FoodDemand_Group1",2100,3.05305,"BaseMult","None"
"9087","None Specified","Reference","Brazil","FoodDemand_Group10",1975,20.9611,"BaseMult","None"
"9088","None Specified","Reference","Brazil","FoodDemand_Group10",1990,25.6901,"BaseMult","None"
"9089","None Specified","Reference","Brazil","FoodDemand_Group10",2005,28.129,"BaseMult","None"
"9090","None Specified","Reference","Brazil","FoodDemand_Group10",2010,30.6116,"BaseMult","None"
"9091","None Specified","Reference","Brazil","FoodDemand_Group10",2015,30.5309,"BaseMult","None"
"9092","None Specified","Reference","Brazil","FoodDemand_Group10",2020,30.1917,"BaseMult","None"
"9093","None Specified","Reference","Brazil","FoodDemand_Group10",2025,33.0475,"BaseMult","None"
"9094","None Specified","Reference","Brazil","FoodDemand_Group10",2030,36.937,"BaseMult","None"
"9095","None Specified","Reference","Brazil","FoodDemand_Group10",2035,40.6437,"BaseMult","None"
"9096","None Specified","Reference","Brazil","FoodDemand_Group10",2040,44.556,"BaseMult","None"
"9097","None Specified","Reference","Brazil","FoodDemand_Group10",2045,48.6479,"BaseMult","None"
"9098","None Specified","Reference","Brazil","FoodDemand_Group10",2050,52.9167,"BaseMult","None"
"9099","None Specified","Reference","Brazil","FoodDemand_Group10",2055,57.6057,"BaseMult","None"
"9100","None Specified","Reference","Brazil","FoodDemand_Group10",2060,62.6991,"BaseMult","None"
"9101","None Specified","Reference","Brazil","FoodDemand_Group10",2065,68.0658,"BaseMult","None"
"9102","None Specified","Reference","Brazil","FoodDemand_Group10",2070,73.8285,"BaseMult","None"
"9103","None Specified","Reference","Brazil","FoodDemand_Group10",2075,80.2349,"BaseMult","None"
"9104","None Specified","Reference","Brazil","FoodDemand_Group10",2080,87.0845,"BaseMult","None"
"9105","None Specified","Reference","Brazil","FoodDemand_Group10",2085,94.3969,"BaseMult","None"
"9106","None Specified","Reference","Brazil","FoodDemand_Group10",2090,102.232,"BaseMult","None"
"9107","None Specified","Reference","Brazil","FoodDemand_Group10",2095,110.687,"BaseMult","None"
"9108","None Specified","Reference","Brazil","FoodDemand_Group10",2100,119.788,"BaseMult","None"
"9109","None Specified","Reference","Brazil","FoodDemand_Group2",1975,0.713991,"BaseMult","None"
"9110","None Specified","Reference","Brazil","FoodDemand_Group2",1990,0.832152,"BaseMult","None"
"9111","None Specified","Reference","Brazil","FoodDemand_Group2",2005,1.33993,"BaseMult","None"
"9112","None Specified","Reference","Brazil","FoodDemand_Group2",2010,1.79426,"BaseMult","None"
"9113","None Specified","Reference","Brazil","FoodDemand_Group2",2015,1.85562,"BaseMult","None"
"9114","None Specified","Reference","Brazil","FoodDemand_Group2",2020,1.70864,"BaseMult","None"
"9115","None Specified","Reference","Brazil","FoodDemand_Group2",2025,1.83548,"BaseMult","None"
