"","Units","scenario","region","gcam-consumer","year","value","Scenario","climate"
"8056","None Specified","Reference","Africa_Southern","FoodDemand_Group2",2065,34325.4,"BaseMult","None"
"8057","None Specified","Reference","Africa_Southern","FoodDemand_Group2",2070,35595.8,"BaseMult","None"
"8058","None Specified","Reference","Africa_Southern","FoodDemand_Group2",2075,36709.9,"BaseMult","None"
"8059","None Specified","Reference","Africa_Southern","FoodDemand_Group2",2080,37688.5,"BaseMult","None"
"8060","None Specified","Reference","Africa_Southern","FoodDemand_Group2",2085,38531.9,"BaseMult","None"
"8061","None Specified","Reference","Africa_Southern","FoodDemand_Group2",2090,39209.2,"BaseMult","None"
"8062","None Specified","Reference","Africa_Southern","FoodDemand_Group2",2095,39727.1,"BaseMult","None"
"8063","None Specified","Reference","Africa_Southern","FoodDemand_Group2",2100,40090.9,"BaseMult","None"
"8064","None Specified","Reference","Africa_Southern","FoodDemand_Group3",1975,5304.6,"BaseMult","None"
"8065","None Specified","Reference","Africa_Southern","FoodDemand_Group3",1990,8315.9,"BaseMult","None"
"8066","None Specified","Reference","Africa_Southern","FoodDemand_Group3",2005,12170.1,"BaseMult","None"
"8067","None Specified","Reference","Africa_Southern","FoodDemand_Group3",2010,13924.4,"BaseMult","None"
"8068","None Specified","Reference","Africa_Southern","FoodDemand_Group3",2015,16044.7,"BaseMult","None"
"8069","None Specified","Reference","Africa_Southern","FoodDemand_Group3",2020,17981,"BaseMult","None"
"8070","None Specified","Reference","Africa_Southern","FoodDemand_Group3",2025,19971.9,"BaseMult","None"
"8071","None Specified","Reference","Africa_Southern","FoodDemand_Group3",2030,21991,"BaseMult","None"
"8072","None Specified","Reference","Africa_Southern","FoodDemand_Group3",2035,24006.7,"BaseMult","None"
"8073","None Specified","Reference","Africa_Southern","FoodDemand_Group3",2040,26000.6,"BaseMult","None"
"8074","None Specified","Reference","Africa_Southern","FoodDemand_Group3",2045,27908.7,"BaseMult","None"
"8075","None Specified","Reference","Africa_Southern","FoodDemand_Group3",2050,29721.4,"BaseMult","None"
"8076","None Specified","Reference","Africa_Southern","FoodDemand_Group3",2055,31392.9,"BaseMult","None"
"8077","None Specified","Reference","Africa_Southern","FoodDemand_Group3",2060,32922.6,"BaseMult","None"
"8078","None Specified","Reference","Africa_Southern","FoodDemand_Group3",2065,34325.4,"BaseMult","None"
"8079","None Specified","Reference","Africa_Southern","FoodDemand_Group3",2070,35595.8,"BaseMult","None"
"8080","None Specified","Reference","Africa_Southern","FoodDemand_Group3",2075,36709.9,"BaseMult","None"
"8081","None Specified","Reference","Africa_Southern","FoodDemand_Group3",2080,37688.5,"BaseMult","None"
"8082","None Specified","Reference","Africa_Southern","FoodDemand_Group3",2085,38531.9,"BaseMult","None"
"8083","None Specified","Reference","Africa_Southern","FoodDemand_Group3",2090,39209.2,"BaseMult","None"
"8084","None Specified","Reference","Africa_Southern","FoodDemand_Group3",2095,39727.1,"BaseMult","None"
"8085","None Specified","Reference","Africa_Southern","FoodDemand_Group3",2100,40090.9,"BaseMult","None"
"8086","None Specified","Reference","Africa_Southern","FoodDemand_Group4",1975,5304.6,"BaseMult","None"
"8087","None Specified","Reference","Africa_Southern","FoodDemand_Group4",1990,8315.9,"BaseMult","None"
"8088","None Specified","Reference","Africa_Southern","FoodDemand_Group4",2005,12170.1,"BaseMult","None"
"8089","None Specified","Reference","Africa_Southern","FoodDemand_Group4",2010,13924.4,"BaseMult","None"
"8090","None Specified","Reference","Africa_Southern","FoodDemand_Group4",2015,16044.7,"BaseMult","None"
"8091","None Specified","Reference","Africa_Southern","FoodDemand_Group4",2020,17981,"BaseMult","None"
"8092","None Specified","Reference","Africa_Southern","FoodDemand_Group4",2025,19971.9,"BaseMult","None"
"8093","None Specified","Reference","Africa_Southern","FoodDemand_Group4",2030,21991,"BaseMult","None"
"8094","None Specified","Reference","Africa_Southern","FoodDemand_Group4",2035,24006.7,"BaseMult","None"
"8095","None Specified","Reference","Africa_Southern","FoodDemand_Group4",2040,26000.6,"BaseMult","None"
"8096","None Specified","Reference","Africa_Southern","FoodDemand_Group4",2045,27908.7,"BaseMult","None"
"8097","None Specified","Reference","Africa_Southern","FoodDemand_Group4",2050,29721.4,"BaseMult","None"
"8098","None Specified","Reference","Africa_Southern","FoodDemand_Group4",2055,31392.9,"BaseMult","None"
"8099","None Specified","Reference","Africa_Southern","FoodDemand_Group4",2060,32922.6,"BaseMult","None"
"8100","None Specified","Reference","Africa_Southern","FoodDemand_Group4",2065,34325.4,"BaseMult","None"
"8101","None Specified","Reference","Africa_Southern","FoodDemand_Group4",2070,35595.8,"BaseMult","None"
"8102","None Specified","Reference","Africa_Southern","FoodDemand_Group4",2075,36709.9,"BaseMult","None"
"8103","None Specified","Reference","Africa_Southern","FoodDemand_Group4",2080,37688.5,"BaseMult","None"
"8104","None Specified","Reference","Africa_Southern","FoodDemand_Group4",2085,38531.9,"BaseMult","None"
"8105","None Specified","Reference","Africa_Southern","FoodDemand_Group4",2090,39209.2,"BaseMult","None"
"8106","None Specified","Reference","Africa_Southern","FoodDemand_Group4",2095,39727.1,"BaseMult","None"
"8107","None Specified","Reference","Africa_Southern","FoodDemand_Group4",2100,40090.9,"BaseMult","None"
"8108","None Specified","Reference","Africa_Southern","FoodDemand_Group5",1975,5304.6,"BaseMult","None"
"8109","None Specified","Reference","Africa_Southern","FoodDemand_Group5",1990,8315.9,"BaseMult","None"
"8110","None Specified","Reference","Africa_Southern","FoodDemand_Group5",2005,12170.1,"BaseMult","None"
"8111","None Specified","Reference","Africa_Southern","FoodDemand_Group5",2010,13924.4,"BaseMult","None"
"8112","None Specified","Reference","Africa_Southern","FoodDemand_Group5",2015,16044.7,"BaseMult","None"
"8113","None Specified","Reference","Africa_Southern","FoodDemand_Group5",2020,17981,"BaseMult","None"
"8114","None Specified","Reference","Africa_Southern","FoodDemand_Group5",2025,19971.9,"BaseMult","None"
"8115","None Specified","Reference","Africa_Southern","FoodDemand_Group5",2030,21991,"BaseMult","None"
"8116","None Specified","Reference","Africa_Southern","FoodDemand_Group5",2035,24006.7,"BaseMult","None"
"8117","None Specified","Reference","Africa_Southern","FoodDemand_Group5",2040,26000.6,"BaseMult","None"
"8118","None Specified","Reference","Africa_Southern","FoodDemand_Group5",2045,27908.7,"BaseMult","None"
"8119","None Specified","Reference","Africa_Southern","FoodDemand_Group5",2050,29721.4,"BaseMult","None"
"8120","None Specified","Reference","Africa_Southern","FoodDemand_Group5",2055,31392.9,"BaseMult","None"
"8121","None Specified","Reference","Africa_Southern","FoodDemand_Group5",2060,32922.6,"BaseMult","None"
"8122","None Specified","Reference","Africa_Southern","FoodDemand_Group5",2065,34325.4,"BaseMult","None"
"8123","None Specified","Reference","Africa_Southern","FoodDemand_Group5",2070,35595.8,"BaseMult","None"
"8124","None Specified","Reference","Africa_Southern","FoodDemand_Group5",2075,36709.9,"BaseMult","None"
"8125","None Specified","Reference","Africa_Southern","FoodDemand_Group5",2080,37688.5,"BaseMult","None"
"8126","None Specified","Reference","Africa_Southern","FoodDemand_Group5",2085,38531.9,"BaseMult","None"
"8127","None Specified","Reference","Africa_Southern","FoodDemand_Group5",2090,39209.2,"BaseMult","None"
"8128","None Specified","Reference","Africa_Southern","FoodDemand_Group5",2095,39727.1,"BaseMult","None"
"8129","None Specified","Reference","Africa_Southern","FoodDemand_Group5",2100,40090.9,"BaseMult","None"
"8130","None Specified","Reference","Africa_Southern","FoodDemand_Group6",1975,5304.6,"BaseMult","None"
"8131","None Specified","Reference","Africa_Southern","FoodDemand_Group6",1990,8315.9,"BaseMult","None"
"8132","None Specified","Reference","Africa_Southern","FoodDemand_Group6",2005,12170.1,"BaseMult","None"
"8133","None Specified","Reference","Africa_Southern","FoodDemand_Group6",2010,13924.4,"BaseMult","None"
"8134","None Specified","Reference","Africa_Southern","FoodDemand_Group6",2015,16044.7,"BaseMult","None"
"8135","None Specified","Reference","Africa_Southern","FoodDemand_Group6",2020,17981,"BaseMult","None"
"8136","None Specified","Reference","Africa_Southern","FoodDemand_Group6",2025,19971.9,"BaseMult","None"
"8137","None Specified","Reference","Africa_Southern","FoodDemand_Group6",2030,21991,"BaseMult","None"
"8138","None Specified","Reference","Africa_Southern","FoodDemand_Group6",2035,24006.7,"BaseMult","None"
"8139","None Specified","Reference","Africa_Southern","FoodDemand_Group6",2040,26000.6,"BaseMult","None"
"8140","None Specified","Reference","Africa_Southern","FoodDemand_Group6",2045,27908.7,"BaseMult","None"
"8141","None Specified","Reference","Africa_Southern","FoodDemand_Group6",2050,29721.4,"BaseMult","None"
"8142","None Specified","Reference","Africa_Southern","FoodDemand_Group6",2055,31392.9,"BaseMult","None"
"8143","None Specified","Reference","Africa_Southern","FoodDemand_Group6",2060,32922.6,"BaseMult","None"
"8144","None Specified","Reference","Africa_Southern","FoodDemand_Group6",2065,34325.4,"BaseMult","None"
"8145","None Specified","Reference","Africa_Southern","FoodDemand_Group6",2070,35595.8,"BaseMult","None"
"8146","None Specified","Reference","Africa_Southern","FoodDemand_Group6",2075,36709.9,"BaseMult","None"
"8147","None Specified","Reference","Africa_Southern","FoodDemand_Group6",2080,37688.5,"BaseMult","None"
"8148","None Specified","Reference","Africa_Southern","FoodDemand_Group6",2085,38531.9,"BaseMult","None"
"8149","None Specified","Reference","Africa_Southern","FoodDemand_Group6",2090,39209.2,"BaseMult","None"
"8150","None Specified","Reference","Africa_Southern","FoodDemand_Group6",2095,39727.1,"BaseMult","None"
"8151","None Specified","Reference","Africa_Southern","FoodDemand_Group6",2100,40090.9,"BaseMult","None"
"8152","None Specified","Reference","Africa_Southern","FoodDemand_Group7",1975,5304.6,"BaseMult","None"
"8153","None Specified","Reference","Africa_Southern","FoodDemand_Group7",1990,8315.9,"BaseMult","None"
"8154","None Specified","Reference","Africa_Southern","FoodDemand_Group7",2005,12170.1,"BaseMult","None"
"8155","None Specified","Reference","Africa_Southern","FoodDemand_Group7",2010,13924.4,"BaseMult","None"
"8156","None Specified","Reference","Africa_Southern","FoodDemand_Group7",2015,16044.7,"BaseMult","None"
"8157","None Specified","Reference","Africa_Southern","FoodDemand_Group7",2020,17981,"BaseMult","None"
"8158","None Specified","Reference","Africa_Southern","FoodDemand_Group7",2025,19971.9,"BaseMult","None"
"8159","None Specified","Reference","Africa_Southern","FoodDemand_Group7",2030,21991,"BaseMult","None"
"8160","None Specified","Reference","Africa_Southern","FoodDemand_Group7",2035,24006.7,"BaseMult","None"
"8161","None Specified","Reference","Africa_Southern","FoodDemand_Group7",2040,26000.6,"BaseMult","None"
"8162","None Specified","Reference","Africa_Southern","FoodDemand_Group7",2045,27908.7,"BaseMult","None"
"8163","None Specified","Reference","Africa_Southern","FoodDemand_Group7",2050,29721.4,"BaseMult","None"
"8164","None Specified","Reference","Africa_Southern","FoodDemand_Group7",2055,31392.9,"BaseMult","None"
"8165","None Specified","Reference","Africa_Southern","FoodDemand_Group7",2060,32922.6,"BaseMult","None"
"8166","None Specified","Reference","Africa_Southern","FoodDemand_Group7",2065,34325.4,"BaseMult","None"
"8167","None Specified","Reference","Africa_Southern","FoodDemand_Group7",2070,35595.8,"BaseMult","None"
"8168","None Specified","Reference","Africa_Southern","FoodDemand_Group7",2075,36709.9,"BaseMult","None"
"8169","None Specified","Reference","Africa_Southern","FoodDemand_Group7",2080,37688.5,"BaseMult","None"
"8170","None Specified","Reference","Africa_Southern","FoodDemand_Group7",2085,38531.9,"BaseMult","None"
"8171","None Specified","Reference","Africa_Southern","FoodDemand_Group7",2090,39209.2,"BaseMult","None"
"8172","None Specified","Reference","Africa_Southern","FoodDemand_Group7",2095,39727.1,"BaseMult","None"
"8173","None Specified","Reference","Africa_Southern","FoodDemand_Group7",2100,40090.9,"BaseMult","None"
"8174","None Specified","Reference","Africa_Southern","FoodDemand_Group8",1975,5304.6,"BaseMult","None"
"8175","None Specified","Reference","Africa_Southern","FoodDemand_Group8",1990,8315.9,"BaseMult","None"
"8176","None Specified","Reference","Africa_Southern","FoodDemand_Group8",2005,12170.1,"BaseMult","None"
"8177","None Specified","Reference","Africa_Southern","FoodDemand_Group8",2010,13924.4,"BaseMult","None"
"8178","None Specified","Reference","Africa_Southern","FoodDemand_Group8",2015,16044.7,"BaseMult","None"
"8179","None Specified","Reference","Africa_Southern","FoodDemand_Group8",2020,17981,"BaseMult","None"
"8180","None Specified","Reference","Africa_Southern","FoodDemand_Group8",2025,19971.9,"BaseMult","None"
"8181","None Specified","Reference","Africa_Southern","FoodDemand_Group8",2030,21991,"BaseMult","None"
"8182","None Specified","Reference","Africa_Southern","FoodDemand_Group8",2035,24006.7,"BaseMult","None"
"8183","None Specified","Reference","Africa_Southern","FoodDemand_Group8",2040,26000.6,"BaseMult","None"
"8184","None Specified","Reference","Africa_Southern","FoodDemand_Group8",2045,27908.7,"BaseMult","None"
"8185","None Specified","Reference","Africa_Southern","FoodDemand_Group8",2050,29721.4,"BaseMult","None"
"8186","None Specified","Reference","Africa_Southern","FoodDemand_Group8",2055,31392.9,"BaseMult","None"
"8187","None Specified","Reference","Africa_Southern","FoodDemand_Group8",2060,32922.6,"BaseMult","None"
"8188","None Specified","Reference","Africa_Southern","FoodDemand_Group8",2065,34325.4,"BaseMult","None"
"8189","None Specified","Reference","Africa_Southern","FoodDemand_Group8",2070,35595.8,"BaseMult","None"
"8190","None Specified","Reference","Africa_Southern","FoodDemand_Group8",2075,36709.9,"BaseMult","None"
"8191","None Specified","Reference","Africa_Southern","FoodDemand_Group8",2080,37688.5,"BaseMult","None"
"8192","None Specified","Reference","Africa_Southern","FoodDemand_Group8",2085,38531.9,"BaseMult","None"
"8193","None Specified","Reference","Africa_Southern","FoodDemand_Group8",2090,39209.2,"BaseMult","None"
"8194","None Specified","Reference","Africa_Southern","FoodDemand_Group8",2095,39727.1,"BaseMult","None"
"8195","None Specified","Reference","Africa_Southern","FoodDemand_Group8",2100,40090.9,"BaseMult","None"
"8196","None Specified","Reference","Africa_Southern","FoodDemand_Group9",1975,5304.6,"BaseMult","None"
"8197","None Specified","Reference","Africa_Southern","FoodDemand_Group9",1990,8315.9,"BaseMult","None"
"8198","None Specified","Reference","Africa_Southern","FoodDemand_Group9",2005,12170.1,"BaseMult","None"
"8199","None Specified","Reference","Africa_Southern","FoodDemand_Group9",2010,13924.4,"BaseMult","None"
"8200","None Specified","Reference","Africa_Southern","FoodDemand_Group9",2015,16044.7,"BaseMult","None"
"8201","None Specified","Reference","Africa_Southern","FoodDemand_Group9",2020,17981,"BaseMult","None"
"8202","None Specified","Reference","Africa_Southern","FoodDemand_Group9",2025,19971.9,"BaseMult","None"
"8203","None Specified","Reference","Africa_Southern","FoodDemand_Group9",2030,21991,"BaseMult","None"
"8204","None Specified","Reference","Africa_Southern","FoodDemand_Group9",2035,24006.7,"BaseMult","None"
"8205","None Specified","Reference","Africa_Southern","FoodDemand_Group9",2040,26000.6,"BaseMult","None"
